employee_id,Department,JobRole,Gender,Age,Education,BusinessTravel,YearsAtCompany,JobLevel,MonthlyIncome,orientation_completed,training_completion_percent,onboarding_days,onboarding_status,manager_assigned,buddy_assigned,first_week_checkin,onboarding_completion_date,total_tickets,high_priority_tickets,avg_resolution_hours,early_tool_actions,early_unique_tools,early_login_count,early_active_minutes
1544,Research & Development,Healthcare Representative,Female,29,1,Travel_Rarely,7,2,9715,Yes,88.8,5,Completed,Yes,Yes,Yes,2019-07-28,0.0,0.0,,9,6,82,1592
1545,Research & Development,Manufacturing Director,Male,33,3,Travel_Rarely,5,2,4320,Yes,84.0,16,Completed,Yes,Yes,Yes,2021-07-21,0.0,0.0,,2,2,17,362
1546,Research & Development,Research Scientist,Male,45,3,Travel_Rarely,5,1,2132,Yes,82.6,15,Completed,Yes,Yes,Yes,2021-06-19,1.0,0.0,3.6,1,1,16,116
1547,Research & Development,Healthcare Representative,Male,42,3,Travel_Frequently,20,3,10124,Yes,83.2,9,Completed,Yes,Yes,Yes,2016-08-11,0.0,0.0,,2,2,29,460
1548,Sales,Sales Executive,Male,40,2,Travel_Rarely,8,2,5473,Yes,93.1,9,Completed,Yes,Yes,Yes,2018-08-06,0.0,0.0,,4,4,26,706
1549,Research & Development,Laboratory Technician,Male,33,4,Travel_Rarely,15,2,5207,Yes,87.4,15,Completed,Yes,Yes,Yes,2016-08-17,0.0,0.0,,2,2,16,605
1550,Human Resources,Manager,Male,40,2,Travel_Rarely,21,4,16437,Yes,81.0,15,Completed,Yes,Yes,Yes,2016-08-17,0.0,0.0,,2,2,20,258
1551,Research & Development,Laboratory Technician,Male,24,2,Travel_Rarely,1,1,2296,Yes,95.1,11,Completed,Yes,Yes,Yes,2025-11-26,0.0,0.0,,3,3,43,674
1552,Research & Development,Healthcare Representative,Male,40,2,Non-Travel,2,2,4069,Yes,81.8,6,Completed,Yes,Yes,Yes,2024-06-26,1.0,0.0,2.3,2,2,24,241
1553,Research & Development,Healthcare Representative,Male,45,4,Travel_Rarely,10,3,7441,Yes,84.3,6,Completed,Yes,Yes,Yes,2016-08-08,2.0,0.0,2.0,4,3,51,821
1554,Sales,Sales Representative,Female,35,4,Travel_Rarely,5,1,2430,Yes,91.9,13,Completed,Yes,Yes,Yes,2021-08-06,2.0,1.0,12.399999999999999,3,3,30,557
1555,Research & Development,Research Scientist,Female,32,2,Travel_Rarely,7,2,5878,Yes,88.9,5,Completed,Yes,Yes,Yes,2019-06-25,1.0,1.0,25.9,6,6,58,1269
1556,Sales,Sales Representative,Male,36,4,Travel_Rarely,3,1,2644,Yes,86.9,6,Completed,Yes,Yes,Yes,2023-06-24,0.0,0.0,,5,5,43,1006
1557,Sales,Sales Executive,Female,48,4,Travel_Rarely,8,2,6439,Yes,88.4,7,Completed,Yes,Yes,Yes,2018-06-15,0.0,0.0,,4,3,42,598
1558,Research & Development,Research Scientist,Male,29,3,Travel_Rarely,1,1,2451,Yes,87.7,16,Completed,Yes,Yes,Yes,2025-10-18,1.0,1.0,18.5,1,1,15,270
1560,Sales,Sales Executive,Male,33,4,Travel_Rarely,2,2,6392,Yes,82.0,10,Completed,Yes,Yes,Yes,2024-06-20,1.0,0.0,1.8,7,6,83,1047
1562,Sales,Sales Executive,Male,30,3,Travel_Rarely,10,2,9714,Yes,97.6,7,Completed,Yes,Yes,Yes,2016-08-09,0.0,0.0,,8,6,78,1197
1563,Human Resources,Human Resources,Male,38,4,Travel_Frequently,6,2,6077,Yes,95.5,17,Completed,Yes,Yes,Yes,2020-07-25,0.0,0.0,,2,2,18,491
1564,Research & Development,Laboratory Technician,Male,35,3,Travel_Rarely,3,1,2450,Yes,82.7,15,Completed,Yes,Yes,Yes,2023-06-22,1.0,0.0,0.6,4,4,42,982
1568,Sales,Sales Executive,Male,30,4,Travel_Rarely,4,3,9250,Yes,81.4,14,Completed,Yes,Yes,Yes,2022-08-06,0.0,0.0,,4,4,21,821
1569,Research & Development,Laboratory Technician,Female,35,3,Travel_Rarely,1,1,2074,Yes,83.3,10,Completed,Yes,Yes,Yes,2026-02-09,3.0,1.0,3.366666666666667,2,2,7,137
1572,Research & Development,Manufacturing Director,Female,53,5,Travel_Rarely,33,3,10169,Yes,84.3,16,Completed,Yes,Yes,Yes,2016-08-18,0.0,0.0,,2,1,30,593
1573,Research & Development,Manufacturing Director,Male,38,3,Travel_Rarely,5,2,4855,Yes,98.4,14,Completed,Yes,Yes,Yes,2021-08-06,0.0,0.0,,5,4,60,853
1574,Research & Development,Research Scientist,Male,32,4,Non-Travel,6,2,4087,Yes,88.8,8,Completed,Yes,Yes,Yes,2020-06-27,0.0,0.0,,3,3,33,652
1576,Research & Development,Research Scientist,Female,48,4,Travel_Rarely,8,1,2367,Yes,97.9,7,Completed,Yes,Yes,Yes,2018-08-04,0.0,0.0,,6,6,53,1026
1577,Research & Development,Research Scientist,Male,34,4,Travel_Rarely,1,1,2972,Yes,87.7,11,Completed,Yes,Yes,Yes,2026-01-12,1.0,1.0,71.9,4,4,55,808
1578,Sales,Manager,Male,55,5,Travel_Rarely,36,5,19586,Yes,95.8,8,Completed,Yes,Yes,Yes,2016-08-10,1.0,0.0,3.7,7,5,75,1245
1580,Research & Development,Research Scientist,Male,34,4,Travel_Rarely,2,2,5484,Yes,92.9,8,Completed,Yes,Yes,Yes,2024-07-22,0.0,0.0,,2,2,16,327
1581,Research & Development,Research Scientist,Female,26,3,Travel_Rarely,1,1,2061,Yes,94.4,9,Completed,Yes,Yes,Yes,2025-09-22,1.0,0.0,11.8,6,5,74,854
1582,Sales,Sales Executive,Male,38,3,Travel_Rarely,9,2,9924,Yes,98.8,5,Completed,Yes,Yes,Yes,2017-06-19,0.0,0.0,,2,2,12,606
1583,Sales,Sales Executive,Female,38,3,Travel_Rarely,3,2,4198,Yes,96.9,9,Completed,Yes,Yes,Yes,2023-06-17,0.0,0.0,,2,2,8,229
1585,Sales,Sales Executive,Female,36,4,Travel_Rarely,1,2,6815,Yes,90.2,16,Completed,Yes,Yes,Yes,2025-12-27,0.0,0.0,,4,4,36,531
1586,Research & Development,Laboratory Technician,Male,29,1,Travel_Rarely,10,1,4723,Yes,85.9,5,Completed,Yes,Yes,Yes,2016-08-07,0.0,0.0,,4,4,45,935
1587,Research & Development,Healthcare Representative,Female,35,4,Travel_Rarely,5,2,6142,Yes,98.0,8,Completed,Yes,Yes,Yes,2021-06-20,1.0,0.0,3.3,6,4,75,873
1588,Sales,Sales Executive,Male,39,3,Travel_Rarely,7,3,8237,Yes,87.7,8,Completed,Yes,Yes,Yes,2019-07-10,1.0,0.0,0.8,3,3,24,792
1590,Research & Development,Healthcare Representative,Male,29,1,Travel_Frequently,6,2,8853,Yes,92.8,6,Completed,Yes,Yes,Yes,2020-07-07,1.0,0.0,9.8,6,6,40,1293
1591,Sales,Manager,Male,50,3,Travel_Rarely,1,5,19331,Yes,77.3,19,In Progress,Yes,No,Yes,,1.0,0.0,5.9,1,1,6,349
1592,Research & Development,Research Scientist,Male,23,3,Travel_Rarely,2,1,2073,Yes,97.2,14,Completed,Yes,Yes,Yes,2024-07-21,1.0,0.0,8.2,7,6,65,1341
1594,Research & Development,Laboratory Technician,Male,36,4,Travel_Frequently,3,2,5562,Yes,87.3,15,Completed,Yes,Yes,Yes,2023-07-21,1.0,0.0,3.6,3,3,39,650
1595,Research & Development,Manager,Male,42,2,Travel_Rarely,1,5,19613,Yes,99.1,17,Completed,Yes,Yes,Yes,2026-01-05,1.0,0.0,6.4,4,4,44,843
1596,Research & Development,Laboratory Technician,Male,35,3,Travel_Rarely,10,2,3407,Yes,80.3,6,Completed,Yes,Yes,Yes,2016-08-08,1.0,0.0,3.1,3,2,22,718
1597,Research & Development,Healthcare Representative,Male,34,4,Travel_Frequently,8,2,5063,Yes,85.2,5,Completed,Yes,Yes,Yes,2018-08-07,0.0,0.0,,3,3,37,378
1598,Sales,Sales Executive,Female,40,2,Travel_Rarely,5,2,4639,Yes,81.2,17,Completed,Yes,Yes,Yes,2021-06-20,0.0,0.0,,2,2,26,476
1599,Research & Development,Laboratory Technician,Male,43,3,Travel_Rarely,6,1,4876,Yes,90.1,15,Completed,Yes,Yes,Yes,2020-07-22,0.0,0.0,,5,5,45,1149
1601,Research & Development,Laboratory Technician,Male,35,2,Travel_Rarely,1,1,2690,Yes,88.3,16,Completed,Yes,Yes,Yes,2025-08-19,1.0,0.0,6.9,5,4,40,1185
1602,Sales,Manager,Male,46,4,Travel_Rarely,26,4,17567,Yes,81.6,13,Completed,Yes,Yes,Yes,2016-08-15,1.0,0.0,2.0,5,5,43,881
1604,Research & Development,Laboratory Technician,Male,28,3,Travel_Rarely,1,1,2408,Yes,85.5,9,Completed,Yes,Yes,Yes,2025-09-26,0.0,0.0,,1,1,3,302
1605,Research & Development,Research Scientist,Female,22,2,Non-Travel,4,1,2814,Yes,90.2,8,Completed,Yes,Yes,Yes,2022-08-04,1.0,0.0,8.8,6,4,82,1577
1606,Research & Development,Healthcare Representative,Male,50,5,Travel_Frequently,30,4,11245,Yes,83.1,10,Completed,Yes,Yes,Yes,2016-08-12,2.0,0.0,1.85,4,4,44,869
1607,Research & Development,Research Scientist,Female,32,4,Travel_Rarely,3,1,3312,Yes,91.7,17,Completed,Yes,Yes,Yes,2023-07-24,1.0,1.0,71.9,3,3,29,701
1608,Research & Development,Research Director,Female,44,3,Travel_Rarely,22,5,19049,Yes,93.0,15,Completed,Yes,Yes,Yes,2016-08-17,1.0,0.0,1.5,3,2,26,493
1609,Research & Development,Research Scientist,Male,30,3,Travel_Rarely,6,1,2141,Yes,86.2,11,Completed,Yes,Yes,Yes,2020-08-08,1.0,1.0,29.2,8,5,79,1630
1611,Research & Development,Laboratory Technician,Female,45,5,Travel_Rarely,10,2,5769,Yes,99.1,8,Completed,Yes,Yes,Yes,2016-08-10,1.0,1.0,14.4,7,5,61,1629
1612,Sales,Sales Executive,Male,45,3,Non-Travel,10,2,4385,Yes,84.9,11,Completed,Yes,Yes,Yes,2016-08-13,0.0,0.0,,3,3,36,480
1613,Sales,Sales Executive,Male,31,4,Travel_Frequently,5,2,5332,Yes,89.1,14,Completed,Yes,Yes,Yes,2021-08-08,0.0,0.0,,4,3,31,604
1614,Research & Development,Manufacturing Director,Female,36,4,Travel_Rarely,3,2,4663,Yes,86.2,16,Completed,Yes,Yes,Yes,2023-08-14,0.0,0.0,,2,2,13,339
1615,Research & Development,Manufacturing Director,Male,34,4,Travel_Frequently,9,2,4724,Yes,94.8,6,Completed,Yes,Yes,Yes,2017-06-27,0.0,0.0,,2,2,23,421
1617,Research & Development,Laboratory Technician,Female,49,4,Travel_Rarely,9,1,3211,Yes,94.2,16,Completed,Yes,Yes,Yes,2017-08-18,0.0,0.0,,4,3,53,754
1618,Research & Development,Manufacturing Director,Male,39,5,Travel_Rarely,7,2,5377,Yes,83.3,10,Completed,Yes,Yes,Yes,2019-08-12,1.0,0.0,1.2,3,3,48,586
1619,Research & Development,Laboratory Technician,Male,27,3,Travel_Rarely,7,1,4066,Yes,90.3,18,Completed,Yes,Yes,Yes,2019-07-18,1.0,0.0,8.0,4,4,38,997
1621,Research & Development,Research Scientist,Male,35,5,Travel_Rarely,16,2,5208,Yes,85.2,10,Completed,Yes,Yes,Yes,2016-08-12,0.0,0.0,,6,4,44,1476
1622,Research & Development,Manufacturing Director,Female,28,3,Travel_Rarely,5,2,4877,Yes,95.0,18,Completed,Yes,Yes,Yes,2021-08-11,0.0,0.0,,3,3,36,617
1623,Research & Development,Research Scientist,Male,21,1,Travel_Rarely,2,1,3117,Yes,94.7,6,Completed,Yes,Yes,Yes,2024-07-20,1.0,1.0,4.9,2,2,25,457
1624,Sales,Sales Representative,Female,18,2,Travel_Frequently,0,1,1569,Yes,88.6,13,Completed,Yes,Yes,Yes,2026-07-27,1.0,1.0,29.4,3,2,41,397
1625,Human Resources,Manager,Female,47,4,Travel_Rarely,5,5,19658,Yes,85.3,14,Completed,Yes,Yes,Yes,2021-08-11,0.0,0.0,,5,5,50,1240
1627,Research & Development,Laboratory Technician,Male,39,2,Travel_Rarely,10,2,3069,Yes,81.5,12,Completed,Yes,Yes,Yes,2016-08-14,1.0,1.0,12.3,3,3,33,537
1628,Research & Development,Manufacturing Director,Female,40,3,Travel_Rarely,18,3,10435,Yes,87.2,12,Completed,Yes,Yes,Yes,2016-08-14,0.0,0.0,,1,1,11,145
1630,Research & Development,Healthcare Representative,Female,35,4,Non-Travel,14,2,4148,Yes,91.3,10,Completed,Yes,Yes,Yes,2016-08-12,0.0,0.0,,2,2,23,399
1631,Research & Development,Manufacturing Director,Male,37,3,Travel_Rarely,4,2,5768,Yes,85.1,6,Completed,Yes,Yes,Yes,2022-07-28,0.0,0.0,,5,4,34,1029
1633,Research & Development,Manufacturing Director,Female,39,3,Travel_Frequently,9,2,5042,Yes,91.5,16,Completed,Yes,Yes,Yes,2017-06-22,0.0,0.0,,5,4,47,1366
1635,Research & Development,Manufacturing Director,Female,45,2,Travel_Rarely,10,2,5770,Yes,84.6,13,Completed,Yes,Yes,Yes,2016-08-15,2.0,1.0,15.5,2,2,36,417
1638,Research & Development,Manufacturing Director,Female,38,2,Travel_Rarely,5,3,7756,Yes,80.9,18,Completed,Yes,Yes,Yes,2021-08-19,0.0,0.0,,4,4,41,996
1639,Sales,Sales Executive,Male,35,3,Travel_Rarely,13,3,10306,Yes,84.9,12,Completed,Yes,Yes,Yes,2016-08-14,0.0,0.0,,6,5,46,1657
1640,Research & Development,Research Scientist,Female,37,3,Travel_Rarely,8,1,3936,Yes,87.7,7,Completed,Yes,Yes,Yes,2018-07-17,1.0,1.0,24.9,6,6,82,1152
1641,Research & Development,Manufacturing Director,Female,40,3,Travel_Rarely,4,3,7945,Yes,98.6,18,Completed,Yes,Yes,Yes,2022-08-08,0.0,0.0,,3,2,16,693
1642,Human Resources,Human Resources,Male,44,5,Travel_Frequently,10,2,5743,Yes,91.1,16,Completed,Yes,Yes,Yes,2016-08-18,1.0,0.0,1.5,3,2,28,472
1644,Research & Development,Manager,Male,48,5,Travel_Frequently,2,4,15202,Yes,93.1,8,Completed,Yes,Yes,Yes,2024-06-22,0.0,0.0,,3,2,42,619
1645,Sales,Sales Executive,Male,35,2,Travel_Rarely,2,2,5440,Yes,85.0,16,Completed,Yes,Yes,Yes,2024-07-27,0.0,0.0,,1,1,7,307
1646,Research & Development,Research Scientist,Female,24,1,Travel_Frequently,6,1,3760,Yes,85.4,6,Completed,Yes,Yes,Yes,2020-07-18,0.0,0.0,,2,2,19,323
1647,Research & Development,Research Scientist,Female,27,3,Travel_Rarely,3,1,3517,Yes,87.5,13,Completed,Yes,Yes,Yes,2023-07-09,0.0,0.0,,4,4,36,799
1648,Research & Development,Research Scientist,Male,27,3,Travel_Frequently,4,1,2580,Yes,98.0,7,Completed,Yes,Yes,Yes,2022-06-26,1.0,1.0,30.2,4,4,58,756
1649,Research & Development,Laboratory Technician,Male,40,3,Travel_Rarely,4,1,2166,Yes,96.1,5,Completed,Yes,Yes,Yes,2022-07-23,1.0,0.0,1.2,4,4,50,837
1650,Sales,Sales Executive,Male,29,3,Travel_Rarely,5,2,5869,Yes,81.4,12,Completed,Yes,Yes,Yes,2021-07-19,1.0,0.0,11.5,6,4,80,1020
1651,Research & Development,Healthcare Representative,Female,36,4,Travel_Rarely,3,3,8008,Yes,85.6,18,Completed,Yes,Yes,Yes,2023-06-25,0.0,0.0,,3,2,36,486
1653,Research & Development,Manufacturing Director,Male,25,1,Travel_Frequently,7,2,5206,Yes,86.5,13,Completed,Yes,Yes,Yes,2019-07-27,1.0,0.0,1.0,3,3,38,695
1654,Research & Development,Manufacturing Director,Male,39,3,Travel_Rarely,5,2,5295,Yes,80.2,8,Completed,Yes,Yes,Yes,2021-07-11,0.0,0.0,,5,4,53,1148
1655,Research & Development,Research Director,Female,49,4,Travel_Rarely,4,4,16413,Yes,91.3,9,Completed,Yes,Yes,Yes,2022-07-23,1.0,1.0,32.6,4,4,52,937
1656,Research & Development,Research Director,Female,50,5,Travel_Rarely,14,3,13269,Yes,92.5,12,Completed,Yes,Yes,Yes,2016-08-14,0.0,0.0,,4,4,41,712
1657,Sales,Sales Representative,Female,20,3,Travel_Rarely,2,1,2783,Yes,91.8,12,Completed,Yes,Yes,Yes,2024-07-20,1.0,0.0,3.4,5,5,70,1142
1658,Research & Development,Research Scientist,Female,34,3,Travel_Rarely,11,2,5433,Yes,95.5,16,Completed,Yes,Yes,Yes,2016-08-18,0.0,0.0,,5,5,47,1237
1659,Research & Development,Laboratory Technician,Male,36,3,Travel_Rarely,4,1,2013,Yes,90.9,17,Completed,Yes,Yes,Yes,2022-06-22,1.0,0.0,4.6,2,2,18,430
1661,Research & Development,Healthcare Representative,Female,49,1,Travel_Rarely,15,4,13966,Yes,83.0,11,Completed,Yes,Yes,Yes,2016-08-13,0.0,0.0,,5,5,51,807
1662,Research & Development,Manufacturing Director,Female,36,4,Non-Travel,3,2,4374,Yes,84.7,10,Completed,Yes,Yes,Yes,2023-08-10,0.0,0.0,,3,3,33,711
1664,Research & Development,Healthcare Representative,Male,36,2,Travel_Rarely,5,2,6842,Yes,96.8,5,Completed,Yes,Yes,Yes,2021-06-27,1.0,0.0,2.9,4,4,44,801
1665,Research & Development,Manager,Female,54,5,Travel_Rarely,10,4,17426,Yes,86.7,17,Completed,Yes,Yes,Yes,2016-08-19,1.0,1.0,23.1,2,2,19,257
1666,Research & Development,Research Director,Male,43,2,Travel_Rarely,14,4,17603,Yes,87.5,16,Completed,Yes,Yes,Yes,2016-08-18,0.0,0.0,,2,1,27,218
1667,Sales,Sales Executive,Male,35,4,Travel_Frequently,11,2,4581,Yes,86.2,8,Completed,Yes,Yes,Yes,2016-08-10,1.0,1.0,19.5,8,4,98,1008
1668,Research & Development,Research Scientist,Male,38,3,Travel_Frequently,13,2,4735,Yes,99.7,11,Completed,Yes,Yes,Yes,2016-08-13,0.0,0.0,,3,2,30,711
1669,Sales,Sales Executive,Male,29,3,Travel_Rarely,10,2,4187,Yes,99.2,7,Completed,Yes,Yes,Yes,2016-08-09,0.0,0.0,,4,4,39,582
1670,Sales,Sales Executive,Male,33,4,Travel_Rarely,6,2,5505,Yes,85.6,5,Completed,Yes,Yes,Yes,2020-06-22,1.0,0.0,4.5,5,5,55,832
1671,Research & Development,Research Scientist,Male,32,3,Travel_Rarely,9,2,5470,Yes,84.6,18,Completed,Yes,Yes,Yes,2017-06-23,0.0,0.0,,2,2,28,331
1673,Sales,Sales Executive,Female,31,4,Travel_Rarely,10,2,5476,Yes,88.3,10,Completed,Yes,Yes,Yes,2016-08-12,0.0,0.0,,2,2,14,553
1674,Research & Development,Laboratory Technician,Female,49,3,Travel_Rarely,2,1,2587,Yes,99.5,6,Completed,Yes,Yes,Yes,2024-07-08,0.0,0.0,,5,5,51,1509
1675,Research & Development,Laboratory Technician,Female,38,3,Travel_Frequently,4,1,2440,Yes,81.9,7,Completed,Yes,Yes,Yes,2022-07-02,1.0,0.0,1.9,4,2,41,1006
1676,Sales,Manager,Female,47,4,Travel_Rarely,3,4,15972,Yes,96.4,6,Completed,Yes,Yes,Yes,2023-06-28,0.0,0.0,,4,4,31,507
1677,Research & Development,Manager,Male,49,3,Travel_Rarely,8,4,15379,Yes,91.4,11,Completed,Yes,Yes,Yes,2018-07-07,0.0,0.0,,7,5,77,1056
1678,Sales,Sales Executive,Male,41,2,Travel_Rarely,2,3,7082,Yes,99.3,8,Completed,Yes,Yes,Yes,2024-06-27,1.0,0.0,7.2,2,2,10,284
1680,Sales,Sales Representative,Male,20,1,Travel_Rarely,2,1,2728,Yes,85.2,10,Completed,Yes,Yes,Yes,2024-07-23,0.0,0.0,,6,6,73,1081
1681,Sales,Sales Executive,Female,33,3,Non-Travel,6,2,5368,Yes,96.0,16,Completed,Yes,Yes,Yes,2020-06-19,1.0,0.0,3.4,3,3,28,713
1682,Research & Development,Healthcare Representative,Male,36,4,Travel_Rarely,3,2,5347,Yes,94.7,10,Completed,Yes,Yes,Yes,2023-06-19,0.0,0.0,,4,4,52,732
1683,Human Resources,Human Resources,Female,44,3,Travel_Rarely,2,1,3195,Yes,85.4,6,Completed,Yes,Yes,Yes,2024-07-09,0.0,0.0,,3,3,37,840
1684,Research & Development,Laboratory Technician,Male,23,1,Travel_Rarely,5,1,3989,Yes,84.1,17,Completed,Yes,Yes,Yes,2021-06-19,0.0,0.0,,4,4,41,1072
1687,Research & Development,Laboratory Technician,Female,38,2,Travel_Rarely,0,1,3306,Yes,82.1,12,Completed,Yes,Yes,Yes,2026-03-06,1.0,0.0,0.8,5,4,38,501
1689,Research & Development,Healthcare Representative,Male,53,4,Travel_Rarely,4,3,7005,Yes,86.3,6,Completed,Yes,Yes,Yes,2022-07-09,1.0,0.0,1.3,6,5,51,1307
1691,Sales,Sales Representative,Female,48,2,Travel_Frequently,9,1,2655,Yes,87.2,17,Completed,Yes,Yes,Yes,2017-07-16,1.0,0.0,10.5,4,4,33,1225
1692,Research & Development,Laboratory Technician,Male,32,4,Travel_Rarely,1,1,1393,Yes,89.3,18,Completed,Yes,Yes,Yes,2025-12-28,2.0,1.0,11.049999999999999,1,1,15,102
1693,Research & Development,Laboratory Technician,Male,26,3,Non-Travel,7,1,2570,Yes,81.8,17,Completed,Yes,Yes,Yes,2019-08-12,2.0,1.0,2.75,3,3,23,366
1694,Research & Development,Research Scientist,Male,55,3,Travel_Rarely,4,1,3537,Yes,86.1,16,Completed,Yes,Yes,Yes,2022-07-05,0.0,0.0,,5,5,56,736
1696,Research & Development,Laboratory Technician,Male,34,2,Travel_Rarely,15,2,3986,Yes,92.1,8,Completed,Yes,Yes,Yes,2016-08-10,1.0,0.0,3.4,3,3,40,916
1697,Research & Development,Healthcare Representative,Male,60,4,Travel_Rarely,1,3,10883,Yes,94.2,10,Completed,Yes,Yes,Yes,2025-11-20,3.0,0.0,5.2,2,2,8,95
1698,Research & Development,Laboratory Technician,Male,33,3,Travel_Rarely,14,1,2028,Yes,90.3,15,Completed,Yes,Yes,Yes,2016-08-17,0.0,0.0,,6,5,65,1066
1700,Sales,Sales Executive,Male,37,4,Travel_Frequently,6,2,9525,Yes,85.2,7,Completed,Yes,Yes,Yes,2020-07-20,0.0,0.0,,2,2,19,149
1701,Research & Development,Research Scientist,Female,34,3,Travel_Rarely,10,1,2929,Yes,99.0,18,Completed,Yes,Yes,Yes,2016-08-20,1.0,0.0,0.7,4,4,19,600
1702,Sales,Sales Representative,Male,23,3,Travel_Rarely,3,1,2275,Yes,91.1,13,Completed,Yes,Yes,Yes,2023-07-17,0.0,0.0,,3,2,17,592
1703,Research & Development,Healthcare Representative,Female,44,3,Travel_Rarely,8,3,7879,Yes,81.9,6,Completed,Yes,Yes,Yes,2018-07-24,1.0,1.0,33.8,3,3,38,527
1704,Research & Development,Research Scientist,Male,35,4,Travel_Frequently,5,1,4930,Yes,95.9,6,Completed,Yes,Yes,Yes,2021-06-17,0.0,0.0,,4,4,40,964
1706,Sales,Sales Executive,Male,43,3,Travel_Rarely,10,2,7847,Yes,81.2,17,Completed,Yes,Yes,Yes,2016-08-19,0.0,0.0,,6,5,54,1370
1707,Research & Development,Research Scientist,Male,24,3,Travel_Rarely,5,1,4401,Yes,82.6,18,Completed,Yes,Yes,Yes,2021-08-05,0.0,0.0,,3,2,31,602
1708,Sales,Sales Executive,Male,41,3,Travel_Rarely,10,3,9241,Yes,87.4,15,Completed,Yes,Yes,Yes,2016-08-17,0.0,0.0,,6,4,68,1007
1709,Research & Development,Laboratory Technician,Female,29,4,Travel_Rarely,5,1,2974,Yes,92.9,14,Completed,Yes,Yes,Yes,2021-06-16,0.0,0.0,,3,3,23,896
1710,Sales,Sales Representative,Female,36,4,Travel_Rarely,13,2,4502,Yes,85.2,18,Completed,Yes,Yes,Yes,2016-08-20,1.0,0.0,2.7,2,2,16,293
1712,Research & Development,Healthcare Representative,Male,45,1,Non-Travel,23,3,10748,Yes,80.4,6,Completed,Yes,Yes,Yes,2016-08-08,0.0,0.0,,3,3,34,619
1714,Human Resources,Human Resources,Male,24,1,Travel_Rarely,1,1,1555,Yes,43.7,25,In Progress,Yes,Yes,Yes,,3.0,0.0,3.633333333333333,2,2,6,76
1716,Sales,Sales Executive,Male,47,3,Travel_Frequently,23,4,12936,Yes,80.9,12,Completed,Yes,Yes,Yes,2016-08-14,0.0,0.0,,4,3,52,473
1718,Research & Development,Laboratory Technician,Male,26,4,Travel_Rarely,3,1,2305,Yes,83.4,14,Completed,Yes,Yes,Yes,2023-08-12,0.0,0.0,,2,2,11,620
1719,Research & Development,Research Director,Female,45,2,Travel_Rarely,21,4,16704,Yes,96.4,11,Completed,Yes,Yes,Yes,2016-08-13,0.0,0.0,,6,5,67,1549
1720,Research & Development,Research Scientist,Male,32,3,Travel_Frequently,5,1,3433,Yes,80.6,15,Completed,Yes,Yes,Yes,2021-07-16,0.0,0.0,,3,3,37,408
1721,Research & Development,Laboratory Technician,Male,31,4,Travel_Rarely,5,1,3477,Yes,83.5,8,Completed,Yes,Yes,Yes,2021-07-13,0.0,0.0,,6,5,85,1112
1722,Human Resources,Human Resources,Male,41,3,Non-Travel,3,2,6430,Yes,83.7,9,Completed,Yes,Yes,Yes,2023-06-13,1.0,0.0,2.7,4,4,52,890
1724,Research & Development,Manufacturing Director,Female,40,2,Travel_Rarely,1,2,6516,Yes,65.8,30,In Progress,Yes,Yes,Yes,,2.0,1.0,11.8,4,4,52,996
1725,Research & Development,Laboratory Technician,Male,24,1,Travel_Rarely,6,1,3907,Yes,97.7,12,Completed,Yes,Yes,Yes,2020-07-18,0.0,0.0,,7,6,56,1473
1727,Research & Development,Healthcare Representative,Male,46,4,Travel_Rarely,10,2,5562,Yes,81.8,11,Completed,Yes,Yes,Yes,2016-08-13,0.0,0.0,,2,2,21,428
1728,Research & Development,Manufacturing Director,Male,35,4,Travel_Rarely,7,2,6883,Yes,88.4,15,Completed,Yes,Yes,Yes,2019-08-09,1.0,0.0,2.4,2,2,18,231
1729,Research & Development,Research Scientist,Male,30,1,Travel_Rarely,10,1,2862,Yes,95.9,8,Completed,Yes,Yes,Yes,2016-08-10,1.0,0.0,6.4,3,2,25,511
1731,Sales,Sales Executive,Male,47,4,Non-Travel,1,2,4978,No,31.8,40,Delayed,Yes,No,No,,1.0,1.0,4.9,2,2,7,100
1732,Sales,Sales Executive,Male,46,3,Travel_Rarely,10,3,10368,Yes,98.3,13,Completed,Yes,Yes,Yes,2016-08-15,0.0,0.0,,6,3,75,1533
1733,Sales,Sales Executive,Male,36,5,Travel_Rarely,2,2,6134,Yes,87.8,7,Completed,Yes,Yes,Yes,2024-07-18,2.0,0.0,1.7000000000000002,2,2,21,302
1734,Sales,Sales Executive,Male,32,2,Travel_Rarely,0,2,6735,Yes,84.4,17,Completed,Yes,Yes,Yes,2026-08-01,1.0,0.0,1.1,4,4,52,872
1735,Research & Development,Laboratory Technician,Female,23,1,Travel_Rarely,3,1,3295,Yes,85.6,17,Completed,Yes,Yes,Yes,2023-06-30,0.0,0.0,,1,1,11,337
1736,Research & Development,Manufacturing Director,Female,31,1,Travel_Frequently,5,2,5238,Yes,90.6,17,Completed,Yes,Yes,Yes,2021-07-19,0.0,0.0,,6,6,67,1533
1737,Research & Development,Laboratory Technician,Male,39,3,Non-Travel,9,2,6472,Yes,100.0,7,Completed,Yes,Yes,Yes,2017-07-03,0.0,0.0,,2,2,25,444
1739,Sales,Sales Executive,Male,32,3,Travel_Rarely,4,3,9610,Yes,85.0,8,Completed,Yes,Yes,Yes,2022-08-03,0.0,0.0,,4,4,37,1044
